individu,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9
1,0.40154929750832546,-0.31858987734865135,-0.012178953345139507,1.3140401508480641,0.12880516280305643,-0.031223732551905956,-0.21206024505506546,-1.3908974280174722,0.5540450521745766
2,-0.4199556388403974,0.15521991172920963,0.7453670463089666,1.2996439095196028,0.3493982668103723,0.32125964548751196,-0.7158778514832767,-0.7392579844655339,-0.19393044102060772
3,0.5088316448566421,-1.0386542696629517,0.7267634328917525,-0.5693318017695466,-0.24181885864499814,1.35097649175039,-0.3202531579790616,2.2880463416071866,-0.22350401783987017
4,-2.2244496957350095,-0.8482233112611254,0.5709536853633709,-1.4339238066292228,-0.22966902727071967,-0.45699282269782654,0.07934918270176661,0.15997499489985945,0.7817843315456382
5,-0.9668419550219562,-0.05073607846956556,0.9548477269779689,-0.7484613459325828,0.23300717734340287,-0.37125953395189737,0.15127478960380725,-0.09293951761833946,-0.37160081145055124
6,-0.7805413257858539,1.1009419785409198,0.6813251466270525,-0.53601308644608,1.3388233620494314,0.49769041973048694,0.7292766312601202,0.39796154317322907,-0.439073530662596
7,-0.5670626904927343,1.066507998445873,0.020419587725082223,0.39918362959068227,-1.0053836324159375,0.4228344472887023,-0.0728859580321645,-0.5565791686961945,0.6624407394867915
8,-0.7026473848593664,-1.4515794425036148,-0.9415715307516274,1.6368473543607633,-0.0946285827296414,-0.030242648307566806,-1.9191613719741052,-0.6229530400284956,0.7917848529131828
9,-3.025476646480927,-0.337911689597448,-1.0572879133259339,0.5994035164022623,-0.6468054981784775,0.32986858056669044,-0.5425288281549177,1.3871140068854964,0.318251035604278
10,-1.9352780855910698,1.7758632703350252,1.7997882685058748,-0.5373823447203108,0.009492072900102226,0.8416109166026936,1.2089307602804513,0.47915485942567554,-0.8636837263852641
11,-1.0644784819870008,-0.42253588373453466,-0.683637358491358,-0.45385411876484894,-1.4933288960406021,0.586646334556493,-0.5529031118998922,-0.045446326771081576,-0.06728463931300366
12,-2.100398621821869,-0.002457440323921371,1.0058001684905093,-0.15037318477818742,0.6429636704060979,0.18166069794417844,-1.1137789808463774,0.45458970279013405,0.056942617182520285
13,-0.7254554299031355,0.6487328799491007,0.3498604884871108,-1.507418687274594,-0.14531683547461752,-0.5168254323078029,-0.5101457283613124,0.3789167123350211,-0.09985602985582438
14,-0.8927688093170909,1.4792469582175263,0.3433920431601229,0.01819013907315768,-0.4166970128962974,0.803498701856577,-0.6283733670868403,0.32708288225327925,-0.47354464418648307
15,-1.8138404549913991,1.4500750209409703,0.24654803141775808,-0.18677098488634084,-1.0840159763265593,1.122972990526938,1.1945103383003233,0.4666686316368563,-0.27134684610924864
16,-0.47255270648155684,1.1222094180182252,-1.3593546819149764,0.3226295608889988,-0.49011742210482545,0.669969960254628,0.17536886229383206,0.31015291517043125,0.5034615813441998
17,-1.0125093617665406,-1.2320547224703093,-1.5275833985649467,-0.19483896235767403,-0.05816544063824295,0.3158667984678099,-0.32603080776163545,0.21812601917267901,0.4778707158943148
18,-1.454072303682293,0.37035872793940805,1.0225558166566897,0.32893365921971135,0.6689725284858883,0.29399134598415705,-0.21151975829557132,0.08236912961914437,-0.21715400703205015
19,5.085971986162536,0.5297388426013855,2.3825033911936426,0.21880913121966902,-0.3088708957715507,1.2147001124185088,-0.03126254980687993,2.4746123648081393,0.9372167982377253
20,-0.4772060501047645,-1.6029537771295055,-0.14054763167846795,-1.5287244346720614,0.46418939058131153,-1.2202137103591135,-1.0136209318884866,-0.18141596190712458,0.3611777092699425
21,-2.4875968756511333,0.23300473742315905,-0.20798667796716677,0.6248207840281784,-1.2227692279897202,1.4193806486552485,0.5471537210647522,0.8322987930071873,-1.0036905181904854
22,-1.7328230538187184,1.462978802550387,1.5238065520091435,-0.5136657275957588,0.1396173273094199,0.4149327988305834,0.24844583668866926,0.3053617266049946,-0.15261109207700066
23,-0.9682572802674484,1.2160259864253513,0.7172927271043835,-1.0586037407730027,-0.1627671658995802,-0.13814780824168515,1.8790498764761698,0.7017418622364067,-1.4491386564882973
24,0.7618538055702027,1.9004400929713998,0.39587164582576173,-0.7928014675715905,0.11532110666266947,-0.6781139647369434,-0.6759405775838566,0.0857786749856103,-0.6225695996067802
25,-1.3027434117412724,-0.1790333984714403,1.5910144699452615,-0.9528456070855994,-0.07630742910275806,0.47664176618514414,-0.36147666386349525,-0.5554970409229597,-0.1583993037681521
26,0.6326538884891775,-3.245606990028722,0.09880299981576793,-2.3497008069237904,-0.5328627716384238,-0.04455899004237892,0.8851914690019075,0.4533949494208711,0.5129014361221057
27,-1.3655534523333315,-0.6260735358073286,0.7719814124193324,-1.347994685205396,0.6733641655107759,-0.05319836800576446,-0.7107945948256554,0.1720101299317346,-0.0844860582056198
28,-0.37019350009870144,-1.168009153179374,-2.4993921410904556,-1.0734382518624892,-1.939243749500268,-0.21907140427421737,-1.2281905595505271,0.44447585112302246,0.0342220100416339
29,-0.9856789200519633,0.8011287443403757,1.1433089806933148,-0.061573574038649694,0.7927017154720085,-0.050082718699872915,-0.39615899525831133,-0.22619648135000023,0.47972984892172044
30,1.9223629077768105,1.3920971463308724,-1.029640710803904,-1.7889198925507834,0.5720677144221221,-0.23709662691313366,-0.4272280230376082,-0.1055162600606224,-0.12385413191554254
31,-0.42396423043049053,1.4689030717290061,0.9872932636415812,-1.3000685778366106,0.0606988941637847,-0.2505458622255405,-0.3479292542716803,0.7571145830241797,-1.6562352693418276
32,-2.595169696758541,0.12901690126921453,1.0361759920490503,-1.0282277401898055,0.22455995780419058,-0.033065840884436176,0.7264764705240919,0.742834826801507,-0.02602672705820047
33,-1.6722776895654168,1.653695978077975,1.0265387880914305,-0.9899941202346916,-0.5906935381733958,0.5913908336526987,1.4771034440557838,0.255597669286919,0.02833873547950163
34,-2.0191735414455323,0.43041179536530144,0.47298758517222894,0.7175026286819952,-0.390149307621023,0.9337861956814644,-0.9222932908343716,0.49578931160884104,-0.5374050842751763
